id,dataset
616223419,int
468338356,twt
616308033,int
709554859,int
617831397,int
1175651917,fsf
1174361588,fsf
1130271691,fsf
35959749,twt
1174696087,fsf
619468845,int
1175044778,fsf
708676321,int
1130295176,fsf
1174927723,fsf
1176141625,fsf
616225861,int
64968114,twt
616450260,int
1174444872,fsf
42570158,twt
1128680906,fsf
1128246877,fsf
1124643068,fsf
622286034,int
1130458686,fsf
618262473,int
19951698,twt
357101224,twt
1126840332,fsf
1175793452,fsf
1176282888,fsf
616297275,int
62969150,twt
616710259,int
616284570,int
1174652005,fsf
1174853904,fsf
1174445989,fsf
1174986182,fsf
1175055697,fsf
306215704,twt
621834892,int
1176077330,fsf
622572415,int
616215784,int
616231795,int
412025289,twt
1128650161,fsf
1176247080,fsf
1174982916,fsf
616224313,int
184849544,twt
616297320,int
616306866,int
475732319,int
191725589,twt
1129940900,fsf
1175011819,fsf
571300851,twt
1127433188,fsf
709094335,int
1176398449,fsf
1174577899,fsf
1174739257,fsf
122963011,twt
1126890631,fsf
1128403068,fsf
227650216,twt
617564443,int
616891343,int
616635449,int
56232036,twt
617684430,int
1176308588,fsf
1128251834,fsf
1176275664,fsf
616231564,int
616437167,int
1174543622,fsf
183580684,twt
28222509,twt
375106107,twt
168872531,twt
1175021929,fsf
1174638079,fsf
618803772,int
1127892150,fsf
1175956076,fsf
509038409,twt
1128187680,fsf
537276941,twt
1125979442,fsf
239312585,twt
616414201,int
635863952,twt
1175937997,fsf
1130581675,fsf
617647029,int
617369459,int
1174562730,fsf
198414396,twt
321581818,twt
1208441712,int
1129919894,fsf
239732544,twt
320725572,twt
620156433,int
1208662998,int
1388819528,int
1130298409,fsf
616328439,int
616298784,int
1175718902,fsf
195541103,twt
278082770,twt
1127314142,fsf
105748476,twt
616301049,int
1128356431,fsf
617359641,int
1126890798,fsf
122511648,twt
1174417388,fsf
144748986,twt
1126950427,fsf
617073588,int
1174818847,fsf
1128530372,fsf
618153400,int
239895893,twt
1175901152,fsf
1209174511,int
1176197136,fsf
1174407720,fsf
616221044,int
1130522202,fsf
618928185,int
258322288,twt
616579375,int
616880011,int
329804273,twt
1208423114,int
1175871524,fsf
227811080,twt
157614264,twt
1176426272,fsf
616973721,int
616293207,int
1174450668,fsf
270442712,twt
1127582702,fsf
1127400348,fsf
616304112,int
616224374,int
617262093,int
617627840,int
1127769554,fsf
616224076,int
95782748,twt
1122936860,twt
247979863,twt
616736089,int
617430051,int
1174873122,fsf
616227250,int
396755498,twt
1176393222,fsf
1174643767,fsf
237036122,twt
616207376,int
1366923541,int
616221794,int
73766975,twt
616227970,int
375174626,twt
141394735,twt
617254082,int
1130284382,fsf
1175732936,fsf
616231144,int
1128728185,fsf
616237669,int
1381459980,int
622366249,int
709392979,int
457013718,twt
617560837,int
617392176,int
1383712140,int
616354262,int
1013213588,twt
1176157068,fsf
617534754,int
195625268,twt
1174906022,fsf
1176074503,fsf
1208801689,int
617096196,int
382916532,twt
1127946307,fsf
616319798,int
154527192,twt
616206563,int
616218482,int
1174352306,fsf
618393696,int
616300842,int
616774511,int
1175064218,fsf
1129477836,fsf
1175918527,fsf
1127034602,fsf
616524118,int
112188483,twt
1176263858,fsf
1368097362,int
158369900,twt
141886393,twt
616228429,int
564015559,twt
147813988,twt
616217972,int
1127587958,fsf
617695825,int
617315471,int
1174962156,fsf
563363271,twt
616230896,int
616206386,int
616297983,int
1175850312,fsf
1176030852,fsf
1175874906,fsf
622255721,int
240422007,twt
1373071759,int
1174429314,fsf
616300515,int
590916061,twt
1127015257,fsf
1174425702,fsf
192193390,twt
254059795,twt
88517573,twt
1174472216,fsf
1127114233,fsf
1381069658,int
1127077592,fsf
1175878608,fsf
1174366058,fsf
1369480706,int
617396030,int
616598289,int
617736616,int
139270785,twt
267092571,twt
1174413146,fsf
1174396562,fsf
1208622896,int
616212358,int
523607344,twt
617429491,int
198572784,twt
1128511538,fsf
617373484,int
617596978,int
1176318060,fsf
599789901,twt
717691526,twt
262867461,twt
66984417,twt
1174739790,fsf
616904387,int
616876048,int
616382834,int
1128250548,fsf
1128470257,fsf
1176038917,fsf
1127026316,fsf
1127081611,fsf
616236079,int
1174994395,fsf
617473160,int
1174909136,fsf
569994470,twt
617053599,int
1175057606,fsf
617772457,int
616287324,int
1174338175,fsf
348489687,twt
616224925,int
1176186649,fsf
617356028,int
310445390,twt
1176337327,fsf
50660716,twt
708947054,int
56163699,twt
1124616192,fsf
83895093,twt
1174706054,fsf
616613637,int
1176388351,fsf
619225021,int
1126439455,fsf
622545293,int
1174560156,fsf
711678624,int
1127332626,fsf
96123681,twt
619411152,int
1174735315,fsf
616236223,int
1174510238,fsf
1176129667,fsf
618739511,int
616684545,int
616222720,int
1174991155,fsf
346747046,twt
616299576,int
1370501162,int
616210993,int
1124453858,fsf
619466144,int
617451689,int
1381512248,int
616217828,int
616300512,int
617299004,int
514736144,twt
171066133,twt
620220804,int
1129326936,fsf
1381246512,int
1174550876,fsf
619020183,int
307819895,twt
616681075,int
127375715,twt
1174414464,fsf
1174560212,fsf
435591257,twt
617818221,int
1128588481,fsf
209169103,twt
1127948335,fsf
125514462,twt
398429222,twt
619463113,int
72024595,twt
1174497528,fsf
616221926,int
618239464,int
1124632188,fsf
249011468,twt
1127324448,fsf
618404984,int
317330851,twt
282813691,twt
77413855,twt
161085466,twt
616310832,int
616908229,int
1174887464,fsf
1174739436,fsf
617679199,int
1128517003,fsf
1129895606,fsf
616206664,int
617784376,int
616914106,int
67828913,twt
30993019,twt
616225018,int
616993101,int
380246735,twt
1175864395,fsf
1174723886,fsf
265617529,twt
616714447,int
135680610,twt
1130570449,fsf
1174850017,fsf
616222051,int
1207753332,int
19230427,twt
75921800,twt
1174337233,fsf
1175818194,fsf
1213030910,int
616385430,int
616990658,int
1174379054,fsf
491750411,twt
617438377,int
1124264132,fsf
1128822200,fsf
377994769,twt
921913526,twt
1175700618,fsf
1176421460,fsf
1174908596,fsf
322334942,twt
1129040058,fsf
1370681630,int
1175758454,fsf
1126978626,fsf
1174433768,fsf
616313250,int
57710065,twt
198277538,twt
616206200,int
1174672777,fsf
216039493,twt
1030686715,twt
1175642052,fsf
716470938,int
616219148,int
1127771377,fsf
619723557,int
1174413920,fsf
1174739780,fsf
253239439,twt
764770615,twt
1176277519,fsf
1367040230,int
1208650584,int
616544491,int
616341300,int
1127029874,fsf
322560937,twt
1130539062,fsf
1174679323,fsf
171990690,twt
349392750,int
172164229,twt
189211293,twt
1174905187,fsf
48109055,twt
1176325658,fsf
1175819569,fsf
616218845,int
619727032,int
617733611,int
617446883,int
712468867,int
96882337,twt
1176259471,fsf
110875970,twt
973256785,twt
616227352,int
1128361064,fsf
1174665463,fsf
1176329180,fsf
1127056663,fsf
713127517,int
77668831,twt
1175963882,fsf
1174349246,fsf
156242211,twt
1127067181,fsf
616998587,int
124419079,twt
617821602,int
618887115,int
1176104192,fsf
1127315730,fsf
616632879,int
257278802,twt
47497854,twt
135555380,twt
199843531,twt
616424372,int
1174754300,fsf
1130305728,fsf
1130518314,fsf
1174642170,fsf
1127302868,fsf
1175990276,fsf
616235848,int
1128300438,fsf
1176219258,fsf
157769562,twt
546818678,twt
1174619377,fsf
616228258,int
475549626,twt
617578990,int
617034173,int
1174414201,fsf
1174322688,fsf
616804331,int
1205024066,int
618195959,int
164239619,twt
1174924308,fsf
1129950846,fsf
1127042088,fsf
380597201,twt
1175690418,fsf
617389950,int
1127389794,fsf
1127687125,fsf
617539440,int
55197144,twt
1130064529,fsf
616229203,int
1176344048,fsf
616299531,int
544805302,twt
128278995,twt
1176380456,fsf
617742720,int
618186707,int
229906054,twt
619418083,int
616308894,int
616920480,int
1174771632,fsf
1175031572,fsf
292533078,twt
420200172,twt
616977419,int
182071638,twt
616730427,int
1126130328,fsf
617214370,int
55639200,twt
250216358,twt
1175940716,fsf
1175015820,fsf
617721359,int
1176246091,fsf
1023549769,twt
616217345,int
1174434985,fsf
1175830736,fsf
616250278,int
616903526,int
616235338,int
1127809698,fsf
1176100699,fsf
617830441,int
1130207582,fsf
616231585,int
1127942606,fsf
1174971644,fsf
1175681424,fsf
617011109,int
1208952572,int
1208689016,int
618529778,int
617299578,int
301529735,twt
355843642,twt
616757321,int
619472899,int
120957631,twt
1174946815,fsf
617758824,int
616226596,int
1174443134,fsf
616230506,int
617690311,int
620598613,int
224567425,twt
1174768531,fsf
1175011722,fsf
144038714,twt
618752804,int
616627945,int
617020884,int
616222864,int
1176214640,fsf
616308801,int
1125962952,fsf
1176040076,fsf
1174398458,fsf
617510269,int
1176381348,fsf
448310199,twt
338107834,twt
616322025,int
1176314646,fsf
1174638181,fsf
289531155,twt
214998068,twt
1369749661,int
1175614022,fsf
1174832804,fsf
101892747,twt
951793016,twt
616841344,int
555263333,twt
1129813304,fsf
966110664,twt
616596310,int
1127025932,fsf
616226164,int
1208037522,int
617490522,int
1175834918,fsf
616263295,int
254545789,twt
1176258824,fsf
1174631851,fsf
347430365,twt
1174399688,fsf
1176394070,fsf
217230913,twt
616989279,int
618249287,int
618945206,int
45954898,twt
620519953,int
1174330976,fsf
616302783,int
1176217807,fsf
1127000612,fsf
617597399,int
1174357490,fsf
39321660,twt
1174577719,fsf
1205093317,int
250231381,twt
616206143,int
1128012338,fsf
1124613985,fsf
1174706798,fsf
190796770,twt
616301904,int
617020095,int
621364003,int
116265574,twt
1175982799,fsf
277203011,twt
263925079,twt
1128263910,fsf
67856562,twt
616853412,int
255195150,twt
616224547,int
563914220,twt
619664425,int
616455360,int
616772277,int
588962156,twt
1218559916,int
1127159532,fsf
620515439,int
303469076,twt
617633344,int
1175612930,fsf
617679830,int
617294403,int
1176363709,fsf
616225051,int
550717230,twt
1366784677,int
620111964,int
1126916953,fsf
1129894363,fsf
233145356,twt
80479674,twt
1174983931,fsf
1176039984,fsf
618853944,int
1213131912,int
487650514,twt
265551997,twt
617859996,int
1174438993,fsf
119227710,twt
1129034947,fsf
617029885,int
618500176,int
1174345260,fsf
630700348,twt
1175968452,fsf
1130321509,fsf
715004359,int
616221752,int
1281271908,twt
250970687,twt
315492745,twt
1174420404,fsf
1175699864,fsf
1174872906,fsf
1127105233,fsf
346754293,twt
1174679113,fsf
616235260,int
1175593494,fsf
112200531,twt
1127036438,fsf
548300100,twt
621962667,int
616299144,int
1174707146,fsf
229243865,twt
617021605,int
1176026473,fsf
1175755050,fsf
616726886,int
1128530996,fsf
616381786,int
1175654954,fsf
1174981094,fsf
1176218598,fsf
616873653,int
1127286650,fsf
616221239,int
617629634,int
617234497,int
279388955,twt
214549887,twt
145022907,twt
148896431,twt
618758991,int
709713920,int
711117829,int
617695084,int
423342037,twt
1208394786,int
1127733422,fsf
295202314,twt
616231654,int
1129972454,fsf
1175762274,fsf
1174552537,fsf
616980013,int
1127373948,fsf
1212870672,int
616806334,int
710176700,int
616300671,int
617105824,int
1130227346,fsf
170144297,twt
38021637,twt
617396809,int
55962452,twt
260440734,twt
1174619839,fsf
617461581,int
611238815,twt
1174763443,fsf
1128635107,fsf
616256389,int
1127844894,fsf
169474438,twt
108061353,twt
123952912,twt
616891504,int
1174367996,fsf
1124459342,fsf
616228510,int
616386285,int
1205108125,int
1213170564,int
1175897192,fsf
1176372842,fsf
617813940,int
616616287,int
716465820,int
616361034,int
616229482,int
1174699399,fsf
1130268866,fsf
1128379118,fsf
616246319,int
622589126,int
619187098,int
1175597359,fsf
254839933,twt
1175669130,fsf
1174724869,fsf
616805636,int
616217867,int
616232503,int
1175035327,fsf
622111989,int
1175672016,fsf
1174431032,fsf
79860976,twt
616231565,int
91781300,twt
616211512,int
1174743122,fsf
616229068,int
186476710,twt
1174331114,fsf
620474586,int
566429313,twt
616232782,int
617859807,int
241289593,twt
1176131065,fsf
259396381,twt
96487747,twt
1128339972,fsf
735242102,twt
989855300,twt
909766628,twt
617303057,int
79749293,twt
145602813,twt
616792194,int
616206626,int
1130158777,fsf
1175670450,fsf
1174549280,fsf
357756459,twt
88563527,twt
69412978,twt
616305351,int
1176248545,fsf
616217255,int
252818860,twt
1130283200,fsf
626820204,twt
716803351,int
1127064944,fsf
1127688234,fsf
619231739,int
1176405830,fsf
616893835,int
617584099,int
318156874,twt
1381744988,int
64110707,twt
616225156,int
617916495,int
1130549228,fsf
1176247873,fsf
619976364,int
616897643,int
343814415,twt
1175663832,fsf
1213492392,int
620421877,int
115443974,twt
1174644924,fsf
616298739,int
616684038,int
622329814,int
616298898,int
617617831,int
1129076226,fsf
1128223321,fsf
1127849112,fsf
617087922,int
196198266,twt
246498796,twt
620332636,int
1129914116,fsf
534488325,twt
127423382,twt
1127080364,fsf
616222247,int
616296954,int
244447055,twt
184821868,twt
1174734559,fsf
1176270469,fsf
1174959522,fsf
106193762,twt
616401471,int
616300830,int
349979518,twt
48336195,twt
617342501,int
1176132600,fsf
120459203,twt
344796697,twt
617316416,int
619613905,int
616764807,int
89225998,twt
1208435030,int
1176335570,fsf
622736222,int
616206769,int
1174719445,fsf
176506844,twt
1174725366,fsf
622375535,int
616220383,int
616309005,int
616807239,int
616550352,int
616304133,int
616224959,int
99469213,twt
383379752,twt
1130266422,fsf
616212964,int
72849399,twt
616685497,int
616301763,int
1130234461,fsf
616223195,int
616219253,int
616221350,int
616312653,int
197659647,twt
1175869250,fsf
621502353,int
616298418,int
142876983,twt
616289460,int
617450488,int
1174688940,fsf
1176278306,fsf
620518627,int
616219193,int
1176291828,fsf
368596513,twt
282715534,twt
1129948556,fsf
1175816443,fsf
82885728,int
1205078954,int
616298625,int
1174601928,fsf
1128581702,fsf
1127094674,fsf
415627855,twt
299114435,twt
617007034,int
300387928,twt
617639339,int
616400521,int
1391378610,int
136277724,twt
619586346,int
617541822,int
104850934,twt
617821434,int
617198204,int
161291774,twt
616594567,int
1128096152,fsf
618469145,int
617341446,int
215878258,twt
616301994,int
1124348202,fsf
1174632889,fsf
616297401,int
1176225534,fsf
616229767,int
1174352293,fsf
89799649,twt
1175671008,fsf
616303596,int
1176056719,fsf
1175995525,fsf
616916922,int
616205123,int
1174402488,fsf
616225009,int
113971880,twt
616641964,int
442773631,twt
616972396,int
617343116,int
344217570,twt
1175933034,fsf
1174534844,fsf
319802566,twt
617128626,int
616538559,int
