index,followers_friends_ratio,default_image,no biography,no location,friends,no tweets
413917055,0,0,0,1,1,0
414966228,0,0,0,1,1,0
415021649,0,0,0,1,1,0
415063303,0,0,0,1,1,0
415073613,0,0,0,1,1,0
415630833,0,0,0,0,1,0
415900150,0,0,0,0,1,0
416157197,0,0,0,0,1,0
416194495,0,0,0,0,1,0
416351352,0,0,0,1,1,0
416502198,0,0,0,0,1,0
417190929,0,0,0,0,1,0
417280214,0,0,0,0,1,0
417735070,0,0,0,1,1,0
417770099,0,0,0,0,1,0
417807946,0,0,0,1,0,0
417833332,0,0,0,0,1,0
418024172,0,0,0,0,1,0
418046391,0,0,0,0,1,0
418140622,0,0,0,0,1,0
418153325,0,0,0,0,0,0
418247241,0,0,0,1,1,0
418584043,0,0,0,0,1,0
418641071,0,0,0,0,1,0
418762910,0,0,0,0,1,0
418986680,0,0,0,0,0,0
419519797,0,0,0,0,1,0
419617449,0,0,0,0,1,0
419617600,0,0,0,1,1,0
419672622,0,0,0,1,1,0
420253558,0,0,0,0,0,0
420995289,0,0,0,0,1,0
421002902,0,0,0,0,1,0
421346603,0,0,0,1,1,0
421847529,0,0,0,1,1,0
422807985,0,0,0,1,0,0
422830732,0,0,0,0,0,0
423021992,0,0,0,0,1,0
423613846,0,0,0,1,1,0
424265380,0,0,1,1,1,0
424273053,0,0,0,0,0,0
425223279,0,0,0,0,1,0
425263052,0,0,0,1,1,0
425380217,0,0,0,0,1,0
425759519,0,0,0,0,0,0
425840466,0,0,0,1,1,0
425908255,0,0,0,0,1,0
426044579,0,0,0,0,1,0
426178907,0,0,0,0,1,0
426531620,0,0,0,1,1,0
427676471,0,0,0,0,1,0
427674701,0,0,0,1,1,0
428117425,0,0,0,0,1,0
428202366,0,0,0,1,0,0
428261162,0,0,0,0,1,0
428263137,0,0,0,0,1,0
428384851,0,0,0,1,1,0
428904234,0,0,0,1,0,0
428981185,0,0,0,1,1,0
429262110,0,0,0,0,1,0
429718007,0,0,0,0,1,0
429808930,0,0,0,1,1,0
432377556,0,0,0,0,1,0
432624274,0,0,0,0,1,0
433162117,0,0,0,1,1,0
433304048,0,0,0,0,1,0
433319326,0,0,0,0,1,0
433546930,0,0,0,1,1,0
433627975,0,0,0,0,0,0
433984610,0,0,0,1,1,0
434460614,0,0,0,1,0,0
434591482,0,0,0,0,1,0
434731905,0,0,0,1,0,0
434826176,0,0,0,0,1,0
434832805,0,0,0,0,1,0
435224000,0,0,0,0,1,0
435269515,0,0,0,0,1,0
435327100,0,0,0,0,0,0
435724709,0,0,0,0,1,0
436612105,0,0,0,0,1,0
436807160,0,0,0,0,1,0
436961762,0,0,0,0,1,0
437007483,0,0,0,0,1,0
437363242,0,0,0,1,1,0
437456557,0,0,0,0,1,0
437783167,0,0,0,1,1,0
438437579,0,0,0,0,0,0
438484498,0,0,0,1,1,0
438760662,0,0,0,1,1,0
438756932,0,0,0,1,0,0
439054192,0,0,0,0,1,0
439062828,0,0,0,0,1,0
718684188,0,0,0,1,0,0
478994018,0,0,0,1,1,0
984297403,0,0,0,0,1,0
551056105,0,0,0,1,1,0
439855752,0,0,0,0,0,0
439875805,0,0,0,0,1,0
479451474,0,0,0,0,1,0
439972535,0,0,0,0,1,0
440184518,0,0,0,0,1,0
479677768,0,0,0,0,1,0
440311767,0,0,0,1,1,0
479725767,0,0,0,0,1,0
722214212,0,0,0,0,0,0
985509799,0,0,0,1,0,0
551835101,0,0,0,1,1,0
440691931,0,0,0,0,1,0
551894180,0,0,0,0,1,0
479832822,0,0,0,1,0,0
986163288,0,0,0,1,1,0
440858782,0,0,0,0,1,0
722825599,0,0,0,1,1,0
480279324,0,0,0,1,0,0
552190256,0,0,1,1,1,0
441483457,0,0,0,0,1,0
986839782,0,0,0,1,1,0
552577697,0,0,0,1,1,0
552606214,0,0,0,1,1,0
987068240,0,0,1,0,1,0
442075220,0,0,0,1,1,0
725675244,0,0,0,1,1,0
480715104,0,0,0,0,1,0
480790768,0,0,0,0,0,0
726845964,0,0,0,1,1,0
987656269,0,0,0,0,0,0
553617306,0,0,0,0,1,0
481632109,0,0,1,1,1,0
481648575,0,0,0,0,1,0
988985683,0,0,0,1,1,0
444833485,0,0,0,0,1,0
482086639,0,0,0,0,1,0
554309481,0,0,0,1,1,0
482131412,0,0,0,0,1,0
482157356,0,0,0,0,1,0
482162835,0,0,0,1,0,0
731429204,0,0,0,0,1,0
445345005,0,0,0,1,1,0
482242692,0,0,0,0,1,0
989622720,0,0,0,1,0,0
989639142,0,0,0,1,1,0
445761780,0,0,0,0,1,0
446083368,0,0,0,0,1,0
446143453,0,0,0,0,1,0
733154665,0,0,0,0,1,0
482981498,0,0,0,1,1,0
446590484,0,0,0,0,1,0
734619301,0,0,0,1,0,0
483073065,0,0,0,1,0,0
446987691,0,0,0,0,0,0
991254878,0,0,0,0,1,0
555420716,0,0,0,0,0,0
447241184,0,0,0,0,1,0
555906816,0,0,0,0,0,0
483836463,0,0,0,1,1,0
737616414,0,0,0,0,1,0
484179231,0,0,1,1,1,0
556794851,0,0,0,0,0,0
484613799,0,0,0,0,1,0
993583230,0,0,0,0,1,0
557215750,0,0,0,0,1,0
449219266,0,0,0,1,0,0
485137549,0,0,0,1,1,0
743284770,0,0,0,0,0,0
557616612,0,0,0,1,0,0
450054622,0,0,0,1,1,0
744107612,0,0,0,0,1,0
995452020,0,0,0,1,0,0
485686619,0,0,0,0,1,0
485713097,0,0,1,0,1,0
450630648,0,0,0,0,1,0
450747981,0,0,0,0,1,0
450891761,0,0,0,1,1,0
486198118,0,0,0,0,1,0
451033303,0,0,0,1,1,0
451370524,0,0,0,0,1,0
451397835,0,0,0,1,1,0
486598436,0,0,0,0,1,0
558524379,0,0,0,0,1,0
451597109,0,0,0,0,0,0
486966473,0,0,0,1,1,0
487416678,0,0,0,0,1,0
750948720,0,0,0,1,1,0
751241954,1,0,0,0,1,0
452814756,0,0,0,0,1,0
452828946,0,0,0,0,1,0
453238264,0,0,0,0,1,0
487969309,0,0,0,0,1,0
753397160,0,0,0,0,1,0
560223770,0,0,0,1,0,0
1000486495,0,0,0,0,0,0
560271082,0,0,0,0,1,0
453885595,0,0,0,1,1,0
488706826,0,0,0,0,1,0
755737819,0,0,0,1,1,0
454200724,0,0,0,1,1,0
1001875776,0,0,0,1,1,0
454318003,0,0,0,1,1,0
560657748,0,0,0,0,1,0
454914980,0,0,0,1,0,0
1002533372,0,0,0,1,0,0
489345934,0,0,0,0,1,0
1003664215,0,0,0,0,1,0
455266133,0,0,0,0,1,0
455340385,0,0,0,0,1,0
455651875,0,0,0,0,1,0
455775628,0,0,0,0,1,0
455979285,0,0,0,0,1,0
761723172,0,0,0,0,1,0
762202957,0,0,0,1,1,0
1004883073,0,0,0,0,1,0
562125685,0,0,0,0,0,0
562250174,0,0,0,1,1,0
1006095223,0,0,0,0,1,0
456823762,0,0,0,1,1,0
490625409,0,0,0,1,0,0
765311754,0,0,0,0,1,0
457775543,0,0,0,0,0,0
491690867,0,0,0,0,1,0
492177690,0,0,0,0,0,0
564653953,0,0,0,1,1,0
770176435,0,0,0,0,1,0
492501987,0,0,0,0,1,0
564963576,0,0,0,1,1,0
459628045,0,0,0,0,1,0
459646843,0,0,0,1,1,0
459678083,0,0,0,0,1,0
459680754,0,0,0,0,1,0
1009413198,0,0,0,1,1,0
1010619756,0,0,0,0,1,0
566141260,0,0,0,1,1,0
460985875,0,0,0,0,1,0
493847017,0,0,0,1,1,0
461010838,0,0,1,0,0,0
566374197,0,0,0,1,1,0
493941903,0,0,0,1,0,0
494006512,0,0,0,0,0,0
1011395167,0,0,0,1,1,0
461425627,0,0,0,0,1,0
494262961,0,0,0,0,1,0
494266249,0,0,0,0,1,0
567056353,0,0,0,1,1,0
567155716,0,0,0,0,1,0
567510788,0,0,0,1,1,0
495045945,0,0,0,0,1,0
495053365,0,0,0,1,1,0
495077879,0,0,0,1,1,0
462889040,0,0,0,1,1,0
568453926,0,0,0,1,0,0
462971394,0,0,0,1,1,0
568473793,0,0,0,1,1,0
495507361,0,0,0,1,0,0
495731957,0,0,0,0,0,0
568955495,0,0,0,0,1,0
463246965,0,0,0,0,1,0
1014830304,0,0,0,1,0,0
496144150,0,0,0,0,1,0
463889910,0,0,0,0,0,0
496295496,0,0,0,0,1,0
569879248,0,0,0,0,0,0
496588802,0,0,0,0,1,0
1015888195,0,0,0,0,0,0
496968634,0,0,0,0,1,0
464790896,0,0,0,1,1,0
497125259,0,0,0,1,0,0
464858061,0,0,0,1,1,0
497258691,0,0,0,0,0,0
497302053,0,0,0,0,1,0
465298629,0,0,0,1,1,0
1017813961,0,0,0,1,1,0
465431316,0,0,0,0,1,0
465433625,0,0,0,0,1,0
571938412,0,0,0,0,1,0
498042431,0,0,0,1,0,0
498054058,0,0,0,1,0,0
787115406,0,0,0,0,1,0
498358491,0,0,0,0,0,0
466489818,0,0,0,0,1,0
466686655,0,0,0,1,1,0
498814013,0,0,0,1,1,0
466712165,0,0,0,0,1,0
498826553,0,0,0,1,1,0
466756548,0,0,0,0,1,0
1020696912,0,0,0,1,1,0
498935613,0,0,0,1,0,0
1022226144,0,0,0,1,0,0
573690882,0,0,0,0,1,0
573749510,0,0,0,1,0,0
791874462,0,0,0,0,0,0
792462121,0,0,0,1,1,0
792517914,0,0,0,0,1,0
468198674,0,0,0,1,1,0
499996521,0,0,0,0,0,0
574385968,0,0,0,1,1,0
500246041,0,0,0,1,1,0
794406714,0,0,0,0,1,0
574488060,0,0,0,1,1,0
794598979,0,1,0,1,0,0
795590899,0,0,0,0,1,0
796144921,0,0,0,0,0,0
501094162,0,0,0,1,0,0
501128285,0,0,0,0,1,0
469580096,0,0,0,0,0,0
797833478,0,0,0,1,1,0
470227974,0,0,0,1,1,0
470232795,0,0,0,0,1,0
470254611,0,0,0,0,1,0
470379248,0,0,0,0,1,0
502037826,0,0,0,0,1,0
800130746,0,0,0,0,0,0
800457696,0,0,0,0,1,0
502315142,0,0,0,0,1,0
470868745,0,0,0,1,0,0
502774039,0,0,0,0,0,0
1030992019,0,0,0,0,1,0
1031110604,0,0,0,1,1,0
503051163,0,0,0,0,1,0
471093612,0,0,0,1,1,0
801510450,0,0,0,0,1,0
471203497,0,0,0,0,1,0
1032386005,0,0,0,1,1,0
503425054,0,0,0,1,1,0
577422947,0,0,0,0,1,0
1033055161,0,1,0,1,1,0
471422290,0,0,0,1,1,0
471533963,0,0,0,1,1,0
471826933,0,0,0,0,1,0
471992869,0,0,0,0,1,0
578916985,0,0,0,0,0,0
472765052,0,0,0,0,1,0
472778739,0,0,0,1,1,0
473043012,0,0,0,0,1,0
506055335,0,0,0,1,1,0
1037103888,1,0,0,1,0,0
1037178583,0,0,0,1,1,0
1037384052,0,0,0,0,0,0
506501965,0,0,0,1,1,0
581136968,0,0,0,0,1,0
474043803,0,0,0,0,1,0
581407038,0,0,0,0,1,0
507498746,0,0,0,1,1,0
1038384050,0,0,0,1,1,0
1039093681,0,0,0,0,1,0
813467726,0,0,0,1,1,0
582954523,0,0,0,0,1,0
509056809,0,0,0,0,1,0
583205235,0,0,0,1,1,0
509320296,0,0,0,1,1,0
510047880,0,0,0,0,1,0
1041823142,0,0,0,1,0,0
1042842432,0,0,0,1,1,0
476760491,0,0,0,0,1,0
476800666,0,0,0,1,1,0
585439502,0,0,0,1,1,0
477006767,0,0,0,1,0,0
1044916752,0,0,0,0,0,0
512362882,0,0,0,1,0,0
477309080,0,0,0,0,1,0
585849333,0,0,0,0,1,0
477552640,0,0,0,0,1,0
512455607,0,0,0,1,1,0
585968039,0,0,0,1,1,0
477660093,0,0,0,1,1,0
477824021,0,0,0,0,0,0
1047668299,0,0,0,1,0,0
586584556,0,0,0,1,1,0
825336607,0,0,0,0,1,0
513726022,0,0,0,0,1,0
587326472,0,0,0,0,1,0
587515464,0,0,0,0,1,0
587569514,0,0,0,1,1,0
1050665527,0,0,0,1,0,0
827287514,0,0,1,1,1,0
587665339,0,0,0,0,1,0
1052685680,0,0,0,1,1,0
829400054,0,0,0,0,1,0
515271142,0,0,0,0,1,0
831741072,0,0,0,0,1,0
516038414,0,0,0,0,1,0
834186096,0,0,0,0,1,0
516737722,0,0,0,1,0,0
516811154,0,0,0,0,1,0
835249056,0,0,0,1,0,0
835763546,0,0,0,1,0,0
517073805,0,0,0,0,1,0
517400735,0,0,0,0,1,0
1058497004,0,0,0,1,1,0
517883021,0,0,0,0,1,0
838292834,0,0,0,1,1,0
591104103,0,0,0,1,0,0
1059054242,0,0,0,0,1,0
841859053,0,0,0,0,0,0
592579646,0,0,0,1,1,0
1062916164,0,0,0,0,1,0
593546714,0,0,0,1,0,0
845102904,0,0,0,1,1,0
1064278820,0,0,0,0,1,0
1064992789,0,0,0,1,1,0
594583577,0,0,0,0,1,0
594651076,0,0,0,0,0,0
594683175,0,0,0,1,1,0
848909828,0,0,0,1,0,0
522925470,0,0,0,1,1,0
1065760964,0,0,0,1,1,0
594960544,0,0,0,0,1,0
523331583,0,0,0,0,1,0
523680032,0,0,0,1,1,0
595539789,0,0,0,1,1,0
851233315,0,0,0,1,1,0
524820621,0,0,0,0,1,0
524836438,0,0,0,0,0,0
852611210,0,0,0,0,1,0
596540298,0,0,0,1,0,0
1069178154,0,0,0,0,1,0
597381176,0,0,0,0,1,0
526482947,0,0,0,0,1,0
855282331,0,0,0,1,1,0
1070376564,0,0,0,1,1,0
1070682204,0,0,0,0,0,0
856270100,0,0,0,1,0,0
1071137462,0,0,0,0,1,0
857857747,0,0,0,0,1,0
1072217274,0,0,0,1,1,0
858190442,0,0,0,0,1,0
528501469,0,0,0,0,1,0
858836726,0,0,0,0,0,0
599343100,0,0,0,1,1,0
1074439423,0,0,0,1,1,0
599940695,0,0,0,0,1,0
600090702,0,0,0,0,1,0
529563591,0,0,0,1,0,0
529711103,0,0,0,1,1,0
862068776,0,0,0,1,1,0
862114981,0,0,0,0,1,0
531280420,0,0,0,0,1,0
601192738,0,0,0,1,1,0
863369492,0,0,0,1,1,0
601256893,0,0,0,1,0,0
531442979,0,0,0,1,1,0
531640494,0,0,0,0,1,0
601810260,0,0,0,0,1,0
602182097,0,0,0,1,0,0
602212821,0,0,0,1,1,0
1081092084,0,0,0,0,0,0
533130509,0,0,0,0,1,0
1082746016,0,0,0,1,0,0
1082796816,0,0,0,1,0,0
533552597,0,0,0,0,1,0
1084115989,0,0,0,0,1,0
603836322,0,0,0,0,1,0
868645789,0,0,0,0,1,0
868757713,0,0,0,1,1,0
868906542,0,0,1,0,1,0
535140940,0,0,0,0,1,0
869587356,0,0,0,1,1,0
535333357,0,0,0,1,1,0
870391651,0,0,0,1,0,0
1087095313,0,0,0,0,1,0
605296679,0,0,0,0,1,0
1089293960,0,0,0,1,1,0
1089449275,0,0,0,1,1,0
1090138922,0,0,0,1,1,0
1091884188,0,0,0,1,0,0
875972814,1,0,0,0,0,0
538287562,0,0,0,1,0,0
876501625,0,0,0,0,1,0
608022298,0,0,0,1,1,0
877925696,0,0,0,0,1,0
878747629,0,0,0,1,1,0
1095958825,0,0,0,0,0,0
1096575422,0,0,0,0,1,0
880855315,0,0,0,1,1,0
609496197,0,0,0,1,1,0
882148280,0,0,0,0,1,0
540803768,0,0,0,1,1,0
1099363334,0,0,0,1,0,0
610747900,0,0,0,1,0,0
610861270,0,0,0,0,0,0
610896066,0,0,0,0,1,0
885222252,0,0,0,1,1,0
611783684,0,0,0,1,1,0
542151024,0,0,0,1,1,0
612645350,0,0,0,0,0,0
613523546,0,0,0,0,0,0
889616856,0,0,0,1,1,0
613553896,0,0,0,1,1,0
543842787,0,0,0,1,0,0
1105975490,0,0,0,1,0,0
544470195,0,0,0,0,1,0
545269203,0,0,0,1,0,0
545291748,0,0,0,0,1,0
546039069,0,0,0,0,1,0
546367438,0,0,0,1,1,0
546885822,0,0,0,1,0,0
1111771471,0,0,0,1,1,0
547141135,0,0,0,1,1,0
618038687,0,0,0,0,0,0
547477084,0,0,0,1,1,0
900040604,0,0,0,1,1,0
618382051,0,0,0,0,1,0
547680256,0,0,0,1,1,0
547811916,0,0,0,1,1,0
548605379,0,0,0,1,1,0
548727018,0,0,0,0,1,0
1116460440,0,0,0,1,1,0
620243872,0,0,0,0,1,0
1119028134,0,0,0,1,1,0
621741580,0,0,0,0,1,0
621971039,0,0,0,0,1,0
622239105,0,0,0,0,1,0
908843828,0,0,0,1,0,0
1124327604,0,0,0,1,0,0
624420623,0,0,0,1,1,0
624543149,0,0,0,0,1,0
1127430120,0,0,0,1,1,0
913455692,0,0,0,1,1,0
914725128,0,0,0,0,1,0
1129520276,0,0,0,1,0,0
915739543,0,0,0,0,0,0
1130868744,0,0,0,1,1,0
1130960574,0,0,1,1,1,0
917243564,0,0,0,0,1,0
1132376958,0,0,0,0,0,0
918001130,0,0,0,1,0,0
1133943835,0,0,0,1,0,0
627845498,0,0,0,0,1,0
918993840,0,0,0,0,0,0
628453024,0,0,0,0,1,0
920600658,0,1,0,1,1,0
1137300811,0,0,0,1,0,0
629661106,0,0,0,0,1,0
631128691,0,0,0,1,1,0
631876055,0,0,0,0,1,0
632045063,0,0,0,0,0,0
924714103,0,0,0,0,0,0
632296235,0,0,0,0,1,0
632419314,0,0,0,0,1,0
632742781,0,0,0,0,1,0
632805096,0,0,0,1,0,0
633105430,0,0,0,1,1,0
928712431,0,0,0,0,1,0
1151295038,0,0,0,1,1,0
636107261,0,0,0,0,1,0
930035833,0,0,1,1,1,0
932445193,0,0,0,0,1,0
702445104,0,0,0,0,1,0
702727668,0,0,0,0,1,0
934466887,0,0,0,0,1,0
934949900,0,0,0,1,1,0
936597188,0,0,0,1,1,0
705736374,0,0,0,0,0,0
936902059,0,0,0,1,1,0
706819428,0,0,0,0,1,0
707526853,0,0,0,0,1,0
708429391,0,0,0,1,0,0
938838264,0,0,0,1,0,0
939438061,0,0,0,1,0,0
939617401,0,0,0,1,1,0
711216631,0,0,0,1,1,0
714240744,0,0,0,1,0,0
1168487113,0,0,0,1,1,0
716206832,0,0,0,0,1,0
944648335,0,0,0,1,0,0
944979661,0,0,0,0,0,0
947255689,0,0,0,1,0,0
1174404932,0,0,0,1,0,0
1179541274,0,0,0,1,0,0
951290342,0,0,0,1,1,0
951523590,0,0,0,0,1,0
952055166,0,0,0,0,0,0
953315216,0,0,0,1,1,0
1187572176,0,0,0,0,0,0
1188730825,0,0,0,1,0,0
955497098,0,0,0,0,0,0
1189056510,0,0,0,1,0,0
955806343,0,0,0,1,1,0
1193292998,0,0,0,1,0,0
958530558,0,0,0,1,1,0
961125284,0,0,0,1,1,0
962847698,0,0,0,1,0,0
1204191037,0,0,0,1,0,0
1204535834,0,0,0,1,0,0
964996225,0,0,0,1,1,0
1205795042,0,0,0,1,1,0
1205923694,0,0,0,0,1,0
968446106,0,0,0,1,0,0
970505658,0,0,0,1,0,0
971576125,0,0,0,0,0,0
1216631100,0,0,0,1,1,0
1219155151,0,0,0,0,0,0
1219247983,0,0,0,0,0,0
1219743308,0,0,0,1,0,0
974171288,0,0,0,1,1,0
974190704,0,0,0,1,1,0
974558708,0,0,0,1,1,0
976068038,0,0,0,0,0,0
976844444,0,0,0,0,1,0
977265403,0,0,0,1,1,0
981556177,0,0,0,1,0,0
15350901,0,0,0,0,1,0
407818010,0,0,0,1,1,0
422226730,0,0,0,0,1,0
425138781,0,0,0,0,1,0
120720544,0,0,0,0,1,0
187536784,0,0,0,0,0,0
197602470,0,0,0,0,1,0
207070244,0,0,0,0,1,0
216522413,0,0,0,0,1,0
259680844,0,0,0,1,1,0
301919327,0,0,0,0,1,0
517625408,0,0,0,0,0,0
327900613,0,0,0,0,1,0
522582939,0,0,0,0,1,0
541037205,0,0,0,1,0,0
549083012,0,0,0,0,1,0
558489220,0,0,0,0,1,0
563022345,0,0,0,0,1,0
604758810,0,0,0,0,0,0
835342567,0,0,0,1,1,0
1092912044,0,0,0,1,1,0
1126202310,0,0,0,1,0,0
9011502,0,0,0,0,0,0
52491055,0,0,0,0,1,0
55532545,0,0,0,0,1,0
16043064,0,0,0,0,1,0
20308222,0,0,0,0,1,0
33747826,0,0,0,0,0,0
45314390,0,0,0,0,1,0
48665791,0,0,0,0,1,0
52108988,0,0,0,0,1,0
56697655,0,0,0,0,1,0
83811813,0,0,0,0,1,0
91866745,0,0,0,0,1,0
111628975,0,0,0,0,1,0
114849265,0,0,0,0,1,0
154588620,0,0,0,0,1,0
162092995,0,0,0,0,1,0
168791182,0,0,0,0,1,0
177299735,0,0,0,0,1,0
179588209,0,0,0,1,0,0
190383002,0,0,0,0,1,0
197400952,0,0,0,1,0,0
217533156,0,0,0,0,1,0
222579656,0,0,0,0,1,0
233959454,0,0,0,0,1,0
248292381,0,0,0,0,0,0
252688673,0,0,0,0,1,0
255559955,0,0,0,0,1,0
278618602,0,0,0,0,1,0
295578583,0,0,0,0,0,0
297012777,0,0,0,0,0,0
305187907,0,0,0,0,1,0
318949971,0,0,0,0,0,0
320669433,0,0,0,0,0,0
322051701,0,0,0,0,1,0
327840186,0,0,0,0,0,0
328706026,0,0,0,0,1,0
333960904,0,0,0,0,1,0
337321477,0,0,0,0,1,0
372460791,0,0,0,1,1,0
382247829,0,0,0,0,1,0
418633045,0,0,1,1,1,0
425241854,0,0,0,0,0,0
453285193,0,0,0,0,1,0
469128515,0,0,0,1,0,0
490480487,0,0,0,0,1,0
514338061,0,0,0,1,0,0
521131145,0,0,0,0,0,0
529342153,0,0,0,1,0,0
546314660,0,0,0,0,1,0
604518391,0,0,0,1,0,0
630544784,0,0,0,0,1,0
755461062,0,0,0,0,0,0
755745950,0,0,0,0,1,0
806660965,0,0,0,0,1,0
809654154,0,0,0,1,0,0
810793700,0,0,0,1,1,0
903721722,0,0,0,0,0,0
922305175,0,0,0,1,0,0
925532102,0,0,0,1,0,0
929410398,0,0,0,1,0,0
961773920,0,0,0,1,0,0
1021876490,0,0,0,1,0,0
1096419414,0,0,0,1,0,0
1125217129,0,0,1,0,1,0
1127280169,0,0,0,0,1,0
1156344000,0,0,0,1,0,0
1169114810,1,1,0,1,0,0
1212975186,0,0,0,1,0,0
1213937306,0,0,0,0,1,0
24503,0,0,0,0,1,0
22903,0,0,0,0,1,0
382393,0,0,0,0,1,0
286543,0,0,0,0,1,0
438023,0,0,1,0,1,0
586003,0,0,0,0,1,0
628563,0,0,0,0,1,0
769985,0,0,0,0,1,0
2007021,0,0,0,0,1,0
2731681,0,0,0,0,0,0
3909541,0,0,0,0,1,0
5863152,0,0,0,0,1,0
6082972,0,0,0,0,1,0
6175692,0,0,1,0,0,0
6196392,0,0,1,0,1,0
6618042,0,0,0,0,1,0
6677972,0,0,0,0,1,0
7246122,0,0,0,0,1,0
7527052,0,0,1,1,0,0
7773732,0,0,0,1,1,0
8029522,0,0,0,0,1,0
9664862,0,0,0,0,1,0
12179872,0,0,0,0,1,0
12551742,0,0,0,0,1,0
12700622,0,0,1,0,1,0
12765892,0,0,0,0,0,0
14321616,0,0,0,0,1,0
14443340,0,0,0,0,1,0
14561441,0,0,0,0,1,0
15455450,0,0,0,0,1,0
15453624,0,0,0,0,1,0
15622858,0,0,0,0,1,0
15788159,0,0,0,0,1,0
15922136,0,0,1,0,1,0
16002194,0,0,0,0,1,0
16183526,0,0,0,0,1,0
16270293,0,0,0,0,1,0
16303802,0,0,0,0,1,0
16649518,0,0,0,0,1,0
17085112,0,0,0,0,0,0
17283453,0,0,0,0,1,0
17421795,0,0,0,0,1,0
17426567,0,0,0,0,1,0
17844234,0,0,0,0,1,0
17992531,0,0,0,0,0,0
18721974,0,0,0,0,1,0
18874774,0,0,0,0,0,0
19706832,0,0,0,0,1,0
19701419,0,0,0,0,1,0
19973780,0,0,0,0,1,0
20303000,0,0,1,0,1,0
20542869,0,0,0,0,1,0
20681942,0,0,1,0,1,0
21133252,0,0,1,1,1,0
22015162,0,0,0,0,1,0
22521283,0,0,0,0,1,0
22598920,0,0,0,0,1,0
22596491,0,0,1,0,1,0
22624920,0,0,0,0,1,0
22710614,1,1,1,1,0,0
22752192,0,0,1,1,0,0
22970058,0,0,0,0,1,0
23770754,0,0,1,0,0,0
24176877,0,0,0,0,1,0
25046383,0,0,0,1,1,0
25484842,0,0,0,0,1,0
26261259,0,0,1,0,0,0
27315878,0,0,0,0,1,0
29742445,0,0,0,0,1,0
31135311,0,0,0,0,1,0
31379656,0,0,0,0,1,0
33516491,0,0,0,0,1,0
33679344,0,0,0,0,1,0
34580222,0,0,0,0,1,0
36286962,0,0,0,0,1,0
37186955,0,0,0,0,0,0
37204587,0,0,0,0,1,0
39201963,0,0,0,0,1,0
40337017,0,0,0,0,1,0
43775439,0,0,0,0,1,0
44358439,0,0,1,1,0,0
44604091,0,0,0,0,1,0
45110939,0,0,0,0,1,0
45399578,0,0,0,0,1,0
45562154,0,0,1,1,0,0
45603460,0,0,1,0,0,0
47588692,0,0,0,0,1,0
47610275,0,0,0,1,1,0
47708690,0,0,0,0,1,0
49683347,0,0,1,1,0,0
49726434,0,0,0,1,1,0
49951518,0,0,0,0,1,0
49961511,0,0,1,0,0,0
50594775,0,0,0,0,1,0
50606585,0,0,0,0,1,0
